case_id,path,borrower,loan_or_opportunity,document_id,statement_type,fiscal_period,source_page,source_coordinates,extracted_raw_value,normalized_line,confidence,exception_reason,reviewer,certification_timestamp,final_spread_reference,status,notes
DOC-SYN-1003-SCAN-CURRENT_ASSETS,manual_ncino_control,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,1,synthetic-line-5,"$1,140,000",current_assets,,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1003,certified,Synthetic extracted value matches baseline.
DOC-SYN-1003-SCAN-CURRENT_LIABILITIES,ncino_automated_spreading,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,1,synthetic-line-6,"$109,000",current_liabilities,0.48,Low confidence on poor-quality scan; routed to reviewer.,,,,exception,Synthetic mismatch for control testing.
DOC-SYN-1003-SCAN-CURRENT_LIABILITIES,salesforce_native_staging,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,1,synthetic-line-6,"$1,090,000",current_liabilities,0.48,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1003,certified,Synthetic extracted value matches baseline.
DOC-SYN-1003-SCAN-CURRENT_LIABILITIES,manual_ncino_control,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,1,synthetic-line-6,"$1,090,000",current_liabilities,,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1003,certified,Synthetic extracted value matches baseline.
DOC-SYN-1003-SCAN-TOTAL_LIABILITIES,ncino_automated_spreading,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,1,synthetic-line-7,"$3,700,000",total_liabilities,0.79,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1003,certified,Synthetic extracted value matches baseline.
DOC-SYN-1003-SCAN-TOTAL_LIABILITIES,salesforce_native_staging,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,1,synthetic-line-7,"$3,700,000",total_liabilities,0.79,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1003,certified,Synthetic extracted value matches baseline.
DOC-SYN-1003-SCAN-TOTAL_LIABILITIES,manual_ncino_control,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,1,synthetic-line-7,"$3,700,000",total_liabilities,,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1003,certified,Synthetic extracted value matches baseline.
DOC-SYN-1003-SCAN-NET_WORTH_EQUITY,ncino_automated_spreading,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,1,synthetic-line-8,"$1,050,000",net_worth_equity,0.79,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1003,certified,Synthetic extracted value matches baseline.
DOC-SYN-1003-SCAN-NET_WORTH_EQUITY,salesforce_native_staging,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,1,synthetic-line-8,"$1,050,000",net_worth_equity,0.79,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1003,certified,Synthetic extracted value matches baseline.
DOC-SYN-1003-SCAN-NET_WORTH_EQUITY,manual_ncino_control,Cobalt Components Co.,LOAN-SYN-1003,DOC-SYN-1003-SCAN,balance_sheet,FY2025,1,synthetic-line-8,"$1,050,000",net_worth_equity,,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1003,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-REVENUE,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-1,"$6,400,000",revenue,0.93,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-REVENUE,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-1,"$18,300,000",revenue,0.74,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic mismatch for control testing.
DOC-SYN-1004-10Q-REVENUE,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-1,"$6,400,000",revenue,,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-EBITDA,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-2,"$1,870,000",ebitda,0.93,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-EBITDA,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-2,"$1,870,000",ebitda,0.74,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-EBITDA,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-2,"$1,870,000",ebitda,,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-CASH,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-3,"$1,120,000",cash,0.93,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-CASH,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-3,"$1,120,000",cash,0.74,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-CASH,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-3,"$1,120,000",cash,,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-CURRENT_ASSETS,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-4,"$5,900,000",current_assets,0.93,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-CURRENT_ASSETS,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-4,"$5,900,000",current_assets,0.74,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-CURRENT_ASSETS,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-4,"$5,900,000",current_assets,,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-CURRENT_LIABILITIES,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-5,"$3,430,000",current_liabilities,0.93,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-CURRENT_LIABILITIES,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-5,"$3,430,000",current_liabilities,0.74,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-CURRENT_LIABILITIES,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-5,"$3,430,000",current_liabilities,,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-TOTAL_LIABILITIES,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-6,"$8,260,000",total_liabilities,0.93,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-TOTAL_LIABILITIES,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-6,"$8,260,000",total_liabilities,0.74,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-TOTAL_LIABILITIES,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-6,"$8,260,000",total_liabilities,,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-NET_WORTH_EQUITY,ncino_automated_spreading,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-7,"$6,770,000",net_worth_equity,0.93,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-NET_WORTH_EQUITY,salesforce_native_staging,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-7,"$6,770,000",net_worth_equity,0.74,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
DOC-SYN-1004-10Q-NET_WORTH_EQUITY,manual_ncino_control,Delta Tooling Group Inc.,LOAN-SYN-1004,DOC-SYN-1004-10Q,income_statement,Q3-2025,1,synthetic-line-7,"$6,770,000",net_worth_equity,,,synthetic.reviewer@example.bank,2026-04-19T15:00:00Z,SYN-SPREAD-LOAN-SYN-1004,certified,Synthetic extracted value matches baseline.
